,submission_id,user_id,location_name,submission_timestamp,questions_134999_where_are_you_eating_at_the_moment,questions_135005_who_are_you_with,questions_134999_where_are_you_eating_at_the_moment,questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today,questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded,questions_135022_who_prepared_the_food,level2dish_coded,questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded,questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded,questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
442,1152,6355827864.0,South Africa,2019-06-25 15:20:15.297050,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Noodles""]","[""Limited options available""]","[""Nothing""]",Dinner
443,1153,1895228802.0,South Africa,2019-01-31 17:09:48.412286,On the go / outdoors,"[""Alone""]",On the go / outdoors,Supermarket / Hypermarket / Grocery Store ,"[""Travelling""]",It was premade / ready to eat,"[""Dried fruit""]","[""I was hungry""]","[""Fruit""]",Snack
444,1155,7631136051.0,South Africa,2019-07-24 01:45:23.912586,At my home,"[""Other family members""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it together with friends / family,"[""Plain rice"", ""White fish"", ""Pork""]","[""It's a healthy choice"", ""Convenient""]","[""Rice / pasta / grains / pulses""]",Breakfast
445,1156,5888890736.0,South Africa,2019-06-05 03:48:38.065776,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Meat-based pizza""]","[""I wanted to try something new""]","[""Meat""]",Dinner
446,1157,3890755074.0,South Africa,2019-06-27 20:23:50.453965,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Cake""]","[""I wanted something sweet""]","[""Nothing""]",Treat
447,1164,2906552095.0,South Africa,2019-05-28 20:36:22.841351,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Plain yoghurt (sweet)"", ""Other fruit""]","[""I wanted something sweet""]","[""Nothing""]",Treat
448,1165,2819244997.0,South Africa,2019-01-31 17:27:33.541880,At my home,"[""My spouse/partner""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",It was premade / ready to eat,"[""Plain noodles"", ""Custards/ sweet puddings""]","[""Quick"", ""Convenient""]","[""Nothing""]",Dinner
449,1168,3314115264.0,South Africa,2019-02-12 18:41:06.711192,At my home,"[""My spouse/partner""]",At my home,Kiosk / Stall,"[""Watching TV""]",,"[""Crackers/ wafers""]","[""It's my habit / routine""]","[""Nothing""]",Snack
450,1170,3278242227.0,South Africa,2019-01-26 15:26:49.394642,At my home,"[""My children""]",At my home,I had it at home / brought it from home,"[""Nothing""]",I prepared it myself using a meal kit,"[""Sandwich/ bagel""]","[""Kids/ family like it"", ""I was hungry""]","[""Nothing""]",Lunch
451,1171,2893039565.0,South Africa,2019-04-03 18:27:27.727243,At someone else's home,"[""Friends""]",At someone else's home,Supermarket / Hypermarket / Grocery Store ,"[""Talking to someone""]",Someone else prepared it,"[""Cake""]","[""I wanted a snack""]","[""Iced tea""]",Snack
452,1172,3347813850.0,South Africa,2019-02-22 05:50:17.664439,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""I was hungry""]","[""Sandwich / bagel / wrap""]",Dinner
453,1174,2182362358.0,South Africa,2019-01-29 14:01:59.551714,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Biscuits""]","[""I wanted a snack"", ""It's my favourite""]","[""Nothing""]",Snack
454,1176,5227827948.0,South Africa,2019-06-02 01:24:22.159452,At my home,"[""Alone""]",At my home,,"[""Playing games""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette"", ""Sweet spreads/ jams/ syrups""]","[""Convenient"", ""It's light / not filling""]","[""Meat""]",Breakfast
455,1179,1630024290.0,South Africa,2019-04-26 12:31:58.419065,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Other dishes""]","[""I had a craving"", ""I like the taste""]","[""Rice / pasta / grains / pulses""]",Treat
456,1181,3875400616.0,South Africa,2019-02-15 01:36:09.172750,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Stone fruit""]","[""It's what I wanted""]","[""Nothing""]",Treat
457,1185,1412929385.0,South Africa,2019-01-31 18:18:48.102988,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",Someone else prepared it,"[""Other potatoes/ sweet potatoes"", ""Fried potatoes/ sweet potatoes""]","[""It's my habit / routine""]","[""Nothing""]",Dinner
458,1187,7758580896.0,South Africa,2019-08-25 00:34:25.979373,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Rice with meat "", ""Egg-based dish"", ""Salad vegetables""]","[""Convenient"", ""I like the taste""]","[""Rice / pasta / grains / pulses""]",Breakfast
459,1188,3471726236.0,South Africa,2019-02-19 13:35:09.248010,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Savoury pie""]","[""I like the taste""]","[""Nothing""]",Breakfast
460,1189,1244084010.0,South Africa,2019-01-30 06:56:13.805080,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Biscuits""]","[""It's my habit / routine""]","[""Nothing""]",Breakfast
461,1190,5096753750.0,South Africa,2019-07-24 04:29:37.495023,At school / work,"[""Alone""]",At school / work,Supermarket / Hypermarket / Grocery Store ,"[""Checking emails""]",It was premade / ready to eat,"[""Plain nuts"", ""Dried fruit""]","[""Energy boost"", ""It's a healthy choice""]","[""Other Dishes""]",Snack
462,1193,308572.0,South Africa,2019-07-05 22:12:22.184021,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Stone fruit""]","[""I like the taste""]","[""Nothing""]",Treat
463,1201,4357169327.0,South Africa,2019-04-30 04:14:43.997834,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Pork""]","[""I wanted a snack""]","[""Sweet pastry / baked goods""]",Snack
464,1203,1230126690.0,South Africa,2019-05-28 16:38:39.146049,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV"", ""Nothing""]",It was premade / ready to eat,"[""Chocolate bar""]","[""It's my favourite""]",Other dishes,Snack
465,1205,6685093700.0,South Africa,2019-07-13 11:21:55.329591,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Vegetable soup"", ""Other grains""]","[""Someone prepared it for me""]","[""Rice / pasta / grains / pulses"", ""Potatoes""]",Lunch
466,1211,3632081434.0,South Africa,2019-04-27 19:06:39.928897,At my home,"[""Friends""]",At my home,,"[""Talking to someone"", ""Spending time with friends""]",I prepared it together with friends / family,"[""Cake"", ""Savoury pastry"", ""Savoury biscuits""]","[""Other""]","[""Nothing""]",Treat
467,1212,3109659294.0,South Africa,2019-08-14 07:41:04.445020,At school / work,"[""Alone""]",At school / work,Work / school cafeteria,"[""Working / studying""]",It was premade / ready to eat,"[""Citrus fruit""]","[""It's a healthy choice""]","[""Fruit""]",Snack
468,1214,3590391126.0,South Africa,2019-02-08 23:01:53.680466,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Talking to someone""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""I wanted to try something new""]","[""Sweet pastry / baked goods""]",Snack
469,1216,0.0,South Africa,2019-02-21 21:41:22.655668,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Fruit flavoured yoghurt""]","[""It's light / not filling""]","[""Cereals / porridge""]",Snack
470,1219,6212684574.0,South Africa,2019-05-29 10:13:01.462396,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it together with friends / family,"[""Bread/ roll/ baguette"", ""Other grains""]","[""It's my habit / routine""]","[""Savoury snacks""]",Lunch
471,1221,3954291696.0,South Africa,2019-08-23 12:59:18.125266,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Fried snacks""]","[""It was all I had""]","[""Nothing""]",Snack
472,1222,6112508544.0,South Africa,2019-05-23 14:40:08.048277,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Apples and pears""]","[""It's light / not filling"", ""It's a healthy choice""]","[""Nothing""]",Lunch
473,1225,732121936.0,South Africa,2019-04-27 17:52:12.703737,At my home,"[""Other family members""]",At my home,,"[""Watching TV"", ""Nothing"", ""Nothing""]",Someone else prepared it,"[""Toast""]","[""It's my favourite""]","[""Hot tea""]",Snack
474,1226,3355173409.0,South Africa,2019-01-26 20:52:02.253441,At someone else's home,"[""Friends""]",At someone else's home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Nachos""]","[""It's what I wanted""]","[""Pizza""]",Snack
475,1228,6532795060.0,South Africa,2019-08-22 12:55:59.372352,Cafe / restaurant / bar / hotel,"[""My children"", ""Friends""]",Cafe / restaurant / bar / hotel,Cafe / restaurant,"[""Spending time with family""]",It was premade / ready to eat,"[""Vegetable crisps""]","[""Leftovers / to eat it up before it spoils""]","[""Nothing""]",Snack
476,1230,3168323367.0,South Africa,2018-12-31 16:16:21.189625,At my home,"[""My children""]",At my home,I had it at home / brought it from home,"[""Getting ready""]",I prepared it myself from scratch,"[""Savoury pastry"", ""Jam""]","[""I like the taste""]","[""Sweet pastry / baked goods"", ""Savoury pastry / pie""]",Breakfast
477,1231,1237187500.0,South Africa,2019-01-26 15:03:07.588853,Cafe / restaurant / bar / hotel,"[""My spouse/partner""]",Cafe / restaurant / bar / hotel,,"[""Talking to someone""]",,"[""Egg-based dish"", ""Fried potatoes/ sweet potatoes""]","[""I wanted to try something new""]","[""Nothing""]",Breakfast
478,1232,6806588260.0,South Africa,2019-07-02 17:20:40.109578,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Chicken""]","[""Quick""]","[""Other dishes""]",Lunch
479,1236,3659479740.0,South Africa,2019-02-27 22:56:13.961866,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Nothing""]",I prepared it myself from scratch,"[""Sandwich/ bagel""]","[""It's my habit / routine""]","[""Breads""]",Other
480,1237,7196374236.0,South Africa,2019-07-11 06:44:54.686754,At my home,"[""Alone""]",At my home,Other,"[""Watching TV""]",It was premade / ready to eat,"[""Savoury snacks""]","[""I wanted something sweet""]","[""Nothing""]",Snack
481,1241,4704667803.0,South Africa,2019-05-24 09:28:19.251950,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Muesli/ granola""]","[""It's what I wanted""]","[""Water""]",Snack
482,1242,3304996020.0,South Africa,2019-08-02 12:52:01.968137,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Dried fruit""]","[""It's a healthy choice"", ""It's fresh"", ""It's refreshing""]","[""Other drinks"", ""Sandwich / bagel / wrap""]",Snack
483,1243,2735248304.0,South Africa,2019-04-13 08:03:13.604821,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Listening to radio""]",It was premade / ready to eat,"[""Tropical and exotic fruit""]","[""It's my habit / routine""]","[""Nothing""]",Breakfast
484,1244,6700105500.0,South Africa,2019-06-26 19:06:49.192106,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Chicken"", ""Bread/ roll/ baguette"", ""Seafood curry""]","[""Convenient""]","[""Nothing""]",Dinner
485,1245,5306451750.0,South Africa,2019-06-01 10:09:29.383245,On the go / outdoors,"[""Alone""]",On the go / outdoors,Work / school cafeteria,"[""Browsing social media""]",It was premade / ready to eat,"[""Tropical and exotic fruit""]","[""It was all I had""]","[""Sweet pastry / baked goods"", ""Juice / juice drinks""]",Treat
486,1246,1146365451.0,South Africa,2019-04-06 12:59:51.618655,At my home,"[""Alone""]",At my home,Deli / Sandwich Store / Bakery,"[""Relaxing / laying down""]",,"[""Bread/ roll/ baguette""]","[""It's what I wanted""]","[""Breads""]",Breakfast
487,1248,2674649817.0,South Africa,2019-08-23 18:39:21.405953,At my home,"[""Other family members""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Savoury snacks""]","[""I was hungry"", ""I wanted a snack""]","[""Biscuits / cookies""]",Snack
488,1253,13740250.0,South Africa,2019-02-03 21:39:18.434716,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing"", ""Watching TV"", ""Talking to someone""]",I prepared it myself from scratch,"[""Plain rice"", ""Turkey""]","[""It's light / not filling"", ""It's a healthy choice"", ""I like the taste""]","[""Nothing""]",Dinner
489,1254,7697654880.0,South Africa,2019-08-02 15:27:20.370815,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""Other""]","[""Nothing""]",Lunch
490,1259,1423689925.0,South Africa,2018-12-28 20:10:22.039825,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV"", ""Talking to someone""]",It was premade / ready to eat,"[""Chocolate bar""]","[""I had a craving"", ""I wanted something sweet""]","[""Juice / juice drinks""]",Treat
491,1260,7349266080.0,South Africa,2019-08-14 17:28:32.440377,At my home,"[""Alone""]",At my home,Convenience Store / Small local supermarket,"[""Playing games"", ""On my phone""]",It was premade / ready to eat,"[""Fried sweets (e.g. churros, donuts)""]","[""It's what I wanted""]","[""Breads""]",Snack
492,1261,1240805696.0,South Africa,2019-01-31 14:19:35.185025,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Relaxing / laying down""]",I prepared it myself from scratch,"[""Savoury pie"", ""Pasta with sauce""]","[""I was hungry""]","[""Vegetables""]",Lunch
493,1263,6308372910.0,South Africa,2019-06-22 07:48:50.436036,At my home,"[""My spouse/partner"", ""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Cake""]","[""It was all I had""]","[""Breads"", ""Other dishes""]",Breakfast
494,1264,0.0,South Africa,2019-07-16 15:52:00.830827,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Chicken"", ""Other vegetable dish"", ""Plain rice"", ""Beans""]","[""Easy to prepare""]","[""Nothing""]",Lunch
495,1266,0.0,South Africa,2019-04-26 11:51:31.252234,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Nothing""]",It was premade / ready to eat,"[""Other meat""]","[""Easy to prepare""]","[""Nothing""]",Lunch
496,1267,2016770808.0,South Africa,2019-07-19 05:43:15.438336,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Instant noodles"", ""Plain rice""]","[""Easy to prepare""]","[""Nothing""]",Lunch
497,1269,0.0,South Africa,2019-05-22 11:38:49.587993,On the go / outdoors,"[""Alone""]",On the go / outdoors,Deli / Sandwich Store / Bakery,"[""Listening to radio""]",It was premade / ready to eat,"[""Mixed salad""]","[""It's a healthy choice""]","[""Nothing""]",Lunch
498,1273,3432836851.0,South Africa,2019-08-26 05:07:14.172393,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""White fish""]","[""I like the taste""]","[""Nothing""]",Lunch
499,1283,35978523.0,South Africa,2019-05-02 01:10:58.047405,Cafe / restaurant / bar / hotel,"[""My spouse/partner"", ""My children""]",Cafe / restaurant / bar / hotel,,"[""Browsing social media""]",Someone else prepared it,"[""Cheese pizza""]","[""It's my favourite""]","[""Nothing""]",Dinner
500,1285,6391522800.0,South Africa,2019-08-25 12:11:34.558010,At someone else's home,"[""My spouse/partner""]",At someone else's home,,"[""Browsing social media"", ""Watching TV""]",I prepared it together with friends / family,"[""Crackers/ wafers"", ""Biscuits""]","[""It was all I had""]","[""Milk / flavoured milk / milk alternatives"", ""Breads"", ""Confectionery""]",Snack
501,1289,3396361986.0,South Africa,2019-02-03 09:57:09.425575,At my home,"[""My children""]",At my home,Cafe / restaurant,"[""Watching TV""]",,"[""Seafood curry"", ""Plain rice""]","[""I was hungry""]","[""Nothing""]",Dinner
502,1290,3319252128.0,South Africa,2019-01-10 10:22:14.103559,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Spending time with family""]",I prepared it myself from scratch,"[""Toast""]","[""It's my favourite""]","[""Nothing""]",Breakfast
